#Patient Identifier	Sample Identifier	Primary Tumor Site	Tumor Type	Sample Origin	Gene Panel	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#Identifier to uniquely specify a patient.	A unique sample identifier.	Text term to describe the organ sub-division in an individual with cancer.	Tumor Type	Sample Origin	Gene panel.	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1
PATIENT_ID	SAMPLE_ID	PRIMARY_SITE	TUMOR_TYPE	SAMPLE_ORIGIN	GENE_PANEL	ONCOTREE_CODE	CANCER_TYPE	CANCER_TYPE_DETAILED	TMB_NONSYNONYMOUS
NCI-H1355	NCIH1355_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.857354843
NCI-H1373	NCIH1373_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	10.94109678
NCI-H1385	NCIH1385_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.741483876
NCI-H1395	NCIH1395_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	0
NCI-H1435	NCIH1435_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	11.27264517
NCI-H1436	NCIH1436_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	9.94645162
NCI-H1437	NCIH1437_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.310129035
NCI-H146	NCIH146_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.97322581
NCI-H1563	NCIH1563_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.399225812
NCI-H1568	NCIH1568_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	12.37780646
NCI-H1573	NCIH1573_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	19.11929034
NCI-H1581	NCIH1581_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.531161294
NCI-H1618	NCIH1618_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	2.983935486
NCI-H1623	NCIH1623_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.841290329
NCI-H1648	NCIH1648_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.620258071
NCI-H1650	NCIH1650_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.762903228
NCI-H1651	NCIH1651_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	10.27800001
NCI-H1666	NCIH1666_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.420645164
NCI-H1693	NCIH1693_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.868064519
NCI-H1694	NCIH1694_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.531161294
NCI-H1703	NCIH1703_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.736129038
NCI-H1734	NCIH1734_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.736129038
NCI-H1755	NCIH1755_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	1.878774195
NCI-H1781	NCIH1781_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.310129035
NCI-H1792	NCIH1792_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.647032261
NCI-H1793	NCIH1793_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	15.91432259
NCI-H1836	NCIH1836_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.630967747
NCI-H1838	NCIH1838_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.288709683
NCI-H1869	NCIH1869_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.204967744
NCI-H1876	NCIH1876_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	7.40458065
NCI-H1915	NCIH1915_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.752193552
NCI-H1930	NCIH1930_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	12.59883872
NCI-H1944	NCIH1944_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.183548392
NCI-H1963	NCIH1963_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.299419359
NCI-H196	NCIH196_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	5.857354843
NCI-H1975	NCIH1975_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.857354843
NCI-H2009	NCIH2009_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	11.05161291
NCI-H2023	NCIH2023_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.957161296
NCI-H2029	NCIH2029_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.752193552
NCI-H2030	NCIH2030_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.18890323
NCI-H2052	NCIH2052_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	1.105161291
NCI-H2066	NCIH2066_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	7.51509678
NCI-H2073	NCIH2073_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.967870972
NCI-H2081	NCIH2081_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.531161294
NCI-H2085	NCIH2085_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	0
NCI-H2087	NCIH2087_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.288709683
NCI-H209	NCIH209_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.862709681
NCI-H2106	NCIH2106_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	15.69329033
NCI-H2110	NCIH2110_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	21.55064518
NCI-H211	NCIH211_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.962516134
NCI-H2122	NCIH2122_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.420645164
NCI-H2126	NCIH2126_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	9.725419362
NCI-H2141	NCIH2141_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.18890323
NCI-H2170	NCIH2170_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.636322585
NCI-H2171	NCIH2171_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	3.647032261
NCI-H2172	NCIH2172_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	19.34032259
NCI-H2196	NCIH2196_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	3.75754839
NCI-H2227	NCIH2227_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.409935488
NCI-H2228	NCIH2228_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.199612906
NCI-H226	NCIH226_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	1.989290324
NCI-H2286	NCIH2286_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	17.24051614
NCI-H2291	NCIH2291_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.178193554
NCI-H2342	NCIH2342_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	25.19767744
NCI-H2347	NCIH2347_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	11.93574194
NCI-H23	NCIH23_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	14.8091613
NCI-H2405	NCIH2405_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.54187097
NCI-H2444	NCIH2444_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.54187097
NCI-H2452	NCIH2452_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	1.547225808
NCI-H28	NCIH28_PLEURA	Pleura	Mesothelioma	Solid	NOVARTIS_BROAD_1651	PLEMESO	Mesothelioma	Pleural Mesothelioma, Epithelioid Type	0
NCI-H292	NCIH292_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	0
NCI-H322	NCIH322_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	0
NCI-H358	NCIH358_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	13.70400001
NCI-H441	NCIH441_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.51509678
NCI-H446	NCIH446_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	11.16212904
NCI-H460	NCIH460_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.525806456
NCI-H508	NCIH508_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	4.97322581
NCI-H510	NCIH510_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	13.70400001
NCI-H520	NCIH520_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.199612906
NCI-H522	NCIH522_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.862709681
NCI-H524	NCIH524_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.078387101
NCI-H526	NCIH526_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	5.525806456
NCI-H596	NCIH596_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	4.531161294
NCI-H647	NCIH647_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.873419357
NCI-H650	NCIH650_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	30.61296776
NCI-H660	NCIH660_PROSTATE	Prostate	Prostate	Solid	NOVARTIS_BROAD_1651	PRAD	Prostate Cancer	Prostate Adenocarcinoma	3.094451615
NCI-H661	NCIH661_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	11.71470969
NCI-H69	NCIH69_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.752193552
NCI-H716	NCIH716_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	4.641677423
NCI-H727	NCIH727_LUNG	Lung	Other	Solid	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	8.067677425
NCI-H747	NCIH747_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	3.426000002
NCI-H810	NCIH810_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	9.614903233
NCI-H82	NCIH82_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.089096777
NCI-H838	NCIH838_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.736129038
NCI-H841	NCIH841_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	3.426000002
NCI-H854	NCIH854_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.409935488
NCI-H889	NCIH889_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	4.089096777
NCI-H929	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	3.75754839
NCI-N87	NCIN87_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	3.647032261
NCO2	NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Cml	Haematopoietic	NOVARTIS_BROAD_1651	CML	Blood Cancer	Chronic Myelogenous Leukemia 	3.204967744
NH-6	NH6_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	3.204967744
NIH_OVCAR-3	NIHOVCAR3_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	2.320838711
NMC-G1	NMCG1_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	2.43135484
NOMO-1	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	0
NU-DHL-1	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Dlbcl	Haematopoietic	NOVARTIS_BROAD_1651	DLBCLNOS	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	4.420645164
NU-DUL-1	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.315483873
NUGC-2	NUGC2_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	0
NUGC-3	NUGC3_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	15.03019356
NUGC-4	NUGC4_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	3.978580648
OAW28	OAW28_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	2.983935486
OAW42	OAW42_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	2.762903228
OC_314	OC314_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	0
OC_316	OC316_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	28.8447097
OCI-AML2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.873419357
OCI-AML3	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.54187097
OCI-AML5	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.210322582
OCI-LY-19	OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Dlbcl	Haematopoietic	NOVARTIS_BROAD_1651	DLBCLNOS	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	3.426000002
OCI-LY3	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Dlbcl	Haematopoietic	NOVARTIS_BROAD_1651	DLBCLNOS	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	3.536516132
OCI-M1	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	4.531161294
OCUM-1	OCUM1_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	4.752193552
OE19	OE19_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	4.97322581
OE21	OE21_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	2.54187097
OE33	OE33_OESOPHAGUS	Oesophagus	Esophagus	Solid	NOVARTIS_BROAD_1651	ESCA	Esophagogastric Cancer	Esophageal Adenocarcinoma	3.75754839
ONS-76	ONS76_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Medulloblastoma	Solid	NOVARTIS_BROAD_1651	MBL	Embryonal Tumor	Medulloblastoma	7.294064521
OPM-2	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	5.083741939
OUMS-23	OUMS23_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	4.862709681
OUMS-27	OUMS27_BONE	Bone	Chondrosarcoma	Solid	NOVARTIS_BROAD_1651	CHS	Bone Cancer	Chondrosarcoma	1.657741937
OV56	OV56_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	3.204967744
OV7	OV7_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	0
OV-90	OV90_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	3.647032261
OVCAR-4	OVCAR4_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.199612906
OVCAR-8	OVCAR8_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.531161294
OVISE	OVISE_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	3.868064519
OVK18	OVK18_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	21.55064518
OVKATE	OVKATE_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	3.647032261
OVMANA	OVMANA_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	6.630967747
OVSAHO	OVSAHO_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	3.536516132
OVTOKO	OVTOKO_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.310129035
P12-ICHIKAWA	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	5.967870972
