ENTITY_STABLE_ID	NAME	TRANSCRIPT_ID	AUR_01_01_01	AUR_01_01_03	AUR_01_02_01	AUR_01_02_03	AUR_01_02_04	AUR_01_03_01	AUR_01_03_02	AUR_01_03_04	AUR_01_03_06	AUR_01_04_01	AUR_01_04_02	AUR_01_04_03	AUR_01_05_03	AUR_03_409-2-01	AUR_03_409-2-02	AUR-493-1-03	AUR-493-1-02	AUR-493-4-03	AUR-493-4-02	AUR_03_549-2_03	AUR_03_549-3_03	AUR_03_549-3_01	AUR_500_02_02	AUR_500_02_01	AUR_01_07_03	AUR_01_07_05	AUR_01_07_01	AUR_01_09_03	AUR_01_09_04	AUR_01_10_08	AUR_01_10_09	AUR_01_10_03	AUR_01_10_01	AUR_01_11_03	AUR_01_11_12	AUR_01_11_04	AUR_01_11_05	AUR_01_11_07	AUR_01_11_08	AUR_01_11_09	AUR_01_11_11	AUR_01_11_01	AUR_01_12_03	AUR_01_12_04	AUR_01_12_06	AUR_01_13_03	AUR_01_13_04	AUR_01_13_01	AUR_03_549-5_05	AUR_03_549-6_01	AUR_03_549-7_03	AUR_13_676-1_03	AUR_13_676-1_01	AUR_13_676-2_03	AUR_13_676-2_01	AUR_13_676-5_03	AUR_13_676-5_01	AUR_13_676-6_03	AUR_13_676-7_03	AUR_13_676-7_01	AUR_01_14_03	AUR_01_14_04	AUR_01_14_05	AUR_01_14_06	AUR_01_14_07	AUR_01_14_08	AUR_01_15_03	AUR_01_15_12	AUR_01_15_04	AUR_01_15_06	AUR_01_15_07	AUR_01_15_08	AUR_01_15_09	AUR_01_15_10	AUR_01_15_11	AUR_01_15_01	AUR_01_16_03	AUR_01_16_04	AUR_01_17_04	AUR_01_17_05	AUR_01_17_06	AUR_01_17_02	AUR_01_19_03	AUR_01_19_05	AUR_01_19_06	AUR_01_20_03	AUR_01_20_04	AUR_01_20_05	AUR_01_20_06	AUR_01_20_09	AUR_01_20_08	AUR_01_22_04	AUR_01_22_06	AUR_01_22_07	AUR_01_22_09	AUR_01_22_01	AUR-_500_04_02	AUR-_500_04_01	AUR_500_06_02	AUR_500_06_01	AUR_500_03_02	AUR_500_03_01	AUR_06_01_03	AUR_06_01_01	AUR_06_02_03	AUR_06_02_01	AUR_06_03_03	AUR_06_05_03	AUR_06_05_01	AUR_Duke_05_18	AUR_Duke_05_27	AUR_Duke_01_11	AUR_Duke_01_20	AUR_5_412-1_03	AUR_5_412-3_03	AUR_5_412-3_01	AUR_5_412-5_03	AUR_5_412-5_05	AUR_5_412-5_01	AUR_5_412-6_03	AUR_5_412-6_01	AUR_5_412-7_03	AUR_5_412-8_03	AUR_5_412-8_01	AUR_5_412-10_03	AUR_5_412-10_01	AUR_03_549-8_03	BS14-E19700_A4	AUR_03_549-11_03	AUR_03_549-12_03	SVR-11-695_1-3
ch.10.85407283F	NA	NA	0.076703605	0.085248826	0.082422183	0.076341102	0.089729814	0.080241796	0.101535247	0.076701488	0.078301239	0.108084571	0.079568943	0.077042351	0.092672285	0.090126116	0.073821957	0.077218984	0.089793423	0.099472064	0.100276603	0.080231947	0.073734511	0.072545499	0.077159788	0.077485843	0.066455417	0.090451491	0.098961733	0.108257156	0.092730896	0.087129697	0.066578715	0.076769638	0.062397532	0.09314332	0.067115963	0.108881194	0.096967038	0.083521458	0.103407916	0.094131733	0.095992594	0.067304227	0.080346748	0.092586904	0.081631388	0.066803345	0.083394321	0.127856309	0.093590563	0.082545599	0.093583745	0.084835317	0.088486646	0.102305716	0.077024996	0.091435228	0.089017607	0.10839286	0.101594405	0.107896968	0.086562834	0.091792947	0.095092322	0.086166706	0.091887192	0.074043449	0.092015013	0.127739239	0.09946026	0.085576879	0.098835313	0.094373033	0.109054918	0.105083795	0.08745892	0.067819482	0.076475999	0.075376146	0.087706588	0.090093947	0.066909102	0.085283823	0.122852367	0.086202359	0.099242583	0.120761904	0.101732328	0.090752229	0.092128644	0.085206568	0.067453195	0.088261301	0.047157714	0.090658099	0.077679693	0.073232983	0.077693736	0.048185581	0.081202587	0.08713921	0.079934539	0.10861708	0.101009457	0.098301868	0.078211739	0.081345406	0.077686373	0.131386755	0.0952448	0.116509421	0.095013622	0.079675616	0.053189337	0.086843976	0.071681105	0.067033945	0.082091778	0.0959991	0.06025382	0.083624205	0.08926599	0.086652778	0.093565524	0.077856012	0.085342685	0.073977895	0.113524777	0.076781206	0.140755647	0.099459634	0.065700722
ch.10.901771R	CCNY	NM_001282852	0.059471702	0.050907404	0.067420418	0.061880413	0.061647982	0.081323816	0.073630143	0.083349768	NA	0.095276996	0.06859146	0.072732407	0.05382473	0.083781626	NA	0.096090803	0.066602367	0.067976449	0.060433041	0.063734684	0.053579681	NA	0.082847706	0.055165532	0.052081895	0.097454258	0.097975627	0.073951711	0.053654323	0.067967135	0.080165579	0.089081289	NA	0.058803432	0.039030554	0.044681983	0.057524748	0.048496345	0.066964967	0.065731863	0.078820386	NA	0.069632015	0.060552743	0.066700939	0.070890771	0.072788916	0.088349151	NA	NA	0.06947728	0.060486143	0.115365645	0.086822222	NA	0.0762368	NA	0.069559432	0.091166112	NA	0.082806802	0.056503428	0.05585239	0.053133646	0.067667395	0.078261164	0.058726338	0.094284766	0.098935616	0.085222385	0.061748308	0.067515324	0.056970813	0.080618311	0.109667321	NA	0.048628695	0.057056515	0.083956717	0.066563616	0.056432227	0.064355042	0.079640475	0.073000953	0.068802763	0.047758791	0.083030647	0.07659882	0.077876704	NA	NA	0.083345513	0.098194459	0.063520813	0.079751151	NA	0.096932924	NA	0.067510089	0.05131289	0.051721705	NA	NA	0.072297187	0.055984273	0.088092118	0.066308048	0.119108229	0.083569001	NA	0.056144479	0.084082767	NA	0.073526629	0.072767675	0.060567422	0.058189956	0.056761135	NA	0.075180108	0.058546955	0.091403383	0.077585982	NA	0.062826092	NA	0.073713956	0.066272202	0.114875454	0.044739536	NA
ch.10.907315R	CCNY	NM_001282852	0.214632578	0.182818656	0.214493609	0.290075779	NA	NA	NA	NA	NA	NA	0.33057602	NA	0.295166522	NA	NA	NA	NA	0.131819883	0.196216009	0.1972616	0.152420915	NA	NA	NA	0.148394978	NA	NA	NA	0.196322018	0.146677396	NA	NA	NA	0.28016234	0.108022877	0.157813	0.207914082	0.124123522	0.299401597	NA	NA	NA	NA	NA	0.226639355	NA	0.114324149	NA	NA	NA	NA	0.145204225	NA	NA	NA	0.125892097	NA	0.205716884	NA	NA	NA	NA	0.255544951	0.121280759	NA	NA	NA	NA	NA	NA	NA	0.274127603	0.187009171	NA	NA	NA	0.112773582	NA	0.287237527	0.199066831	NA	NA	NA	NA	NA	0.159064228	0.404067396	0.245735842	0.176349663	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.159302613	0.11659447	NA	NA	NA	NA	0.162606404	0.198892338	NA	0.175377113	0.216938145	NA	0.157619458	NA	NA	NA	0.158406538	0.247621655	NA	NA	NA	NA	0.237845854	NA	NA	NA	NA	NA	NA	NA	NA	0.086633038	NA
ch.10.91757602F	NA	NA	0.044319725	0.040921234	0.045554967	0.054077028	0.042261542	0.042250354	0.071858928	0.05073419	NA	0.059369136	0.057127005	0.054108232	0.033278726	0.088518836	NA	0.09327727	0.114019373	0.043950523	0.049438217	NA	0.073175559	0.060511712	0.056306538	0.058205755	0.05038882	0.062377893	0.087438084	0.058888346	0.088006865	0.075429296	0.084523209	0.093339936	NA	0.114932121	0.109032534	0.091607152	0.08384229	0.08780759	0.073702072	0.072682567	NA	0.03588881	0.069075974	0.068635432	0.058292681	0.134659624	0.070264396	0.068180057	NA	0.038070256	0.123535102	0.078308741	0.099402825	NA	0.072224285	0.06253623	0.056541032	0.066930769	NA	NA	0.093358724	0.101126316	0.092739209	0.078714566	0.08770354	0.119755475	0.071765391	0.090525393	0.100849657	0.052309232	0.078689865	0.101680181	0.052955167	0.084781903	NA	NA	0.075864367	0.088302815	0.076582568	0.101023991	0.089163377	0.10273839	0.104993671	0.088311717	0.08994707	0.0713318	0.08330145	0.066866023	NA	NA	NA	NA	NA	0.082516563	0.116588884	NA	0.065721712	NA	0.038956862	0.084713108	0.061185953	0.057145397	0.062260625	0.073590046	0.058422482	0.076549627	NA	0.079953595	0.043657177	0.06730575	NA	0.055884394	0.067498295	0.075711865	0.067933043	0.063651091	0.060865686	0.058240985	NA	0.080308674	0.057606009	0.099188384	0.05759146	NA	0.058321617	0.072823208	0.090364186	0.047097897	0.047898661	0.039425845	NA
ch.10.92313227R	NA	NA	0.060261896	0.070836649	0.067797477	0.053864675	0.079785353	0.068053701	0.082483563	0.075412089	NA	0.084750521	0.071020053	0.075610968	0.073218059	0.121566954	NA	0.094212427	0.130287818	0.086390798	0.092396037	NA	0.12463441	0.075713793	0.115103994	0.08376908	0.068980485	0.113750499	0.127876909	0.081342589	0.068689441	0.108354312	0.117564817	0.117727139	NA	0.141617194	NA	NA	0.126364005	0.094992837	0.09688955	0.104009038	NA	0.061339899	0.111557968	0.089100731	0.063219303	0.136246435	0.116922541	NA	NA	0.067799291	0.128577214	0.097848897	NA	NA	NA	0.104883575	NA	0.096050762	NA	NA	0.104877065	0.132516537	0.138807558	0.090204555	0.12684596	NA	0.058823225	0.138823502	0.094122139	0.098882716	0.106792707	0.077101001	0.057602082	0.098579524	NA	NA	0.135261363	0.139185028	0.111367623	0.0897859	0.095780565	NA	0.166437685	0.077816913	0.077560163	0.166017176	0.079304415	0.079016628	0.139228077	NA	NA	0.183706889	NA	0.115871645	0.141985611	NA	0.088883929	NA	0.094057088	0.107095041	0.085118237	NA	0.106996126	0.086080259	0.076434707	0.123961293	NA	0.089490048	0.076490115	0.093335119	NA	NA	NA	0.127367889	0.102734754	0.06361259	0.08374837	0.094850991	NA	0.084624835	0.08548751	0.123064322	0.086946208	NA	0.105651128	NA	0.099525334	0.122642054	0.109775727	0.100747727	NA
ch.10.95034807F	RP11-624L12.1	NA	0.042264055	0.046122169	0.041756357	0.041244205	0.077624077	0.055271531	0.089466282	0.073293466	0.087068592	0.054647381	0.034561809	0.04460963	0.062758785	0.047343773	0.059209204	0.039891154	0.055639947	0.109095507	0.062982966	0.062680403	0.102884508	0.05328765	0.049326494	0.053327564	0.043606647	0.05483107	0.063619368	0.067727856	0.056379208	0.059992284	0.051610219	0.0736948	0.092489818	0.060285386	0.038595621	0.108604887	0.047808864	0.047656773	0.078358093	0.079356967	0.082025179	0.058872385	0.061170575	0.055871059	0.086830276	0.042753047	0.060055542	0.090305904	0.085193316	0.151340581	0.08229868	0.053953549	0.072924101	0.097336239	0.090137196	0.062932869	0.084929223	0.066581118	0.065754126	0.070627119	0.052230924	0.057017809	0.078693053	0.063230499	0.066449352	0.061836861	0.091807134	0.151873623	0.131911245	0.159647821	0.08922055	0.058373236	0.110164712	0.087419855	0.132206423	0.071150876	0.052346913	0.050423798	0.05233116	0.068630402	0.041850656	0.050037161	0.18974691	0.049859504	0.095034463	0.171578442	0.128541568	0.052762862	0.057269202	0.094299312	0.04498465	0.043686756	0.043029637	0.066013854	0.048883047	0.074002616	0.034266123	0.054182878	0.06251306	0.042868853	0.045901756	0.085915112	0.045986653	0.072513681	0.050972849	0.051885248	0.044363862	0.049199061	0.040543962	0.054957838	0.062461241	0.055798674	0.047446468	0.057464219	0.04576077	0.062281127	0.049576984	0.051319962	0.062210626	0.07359821	0.057874332	0.061762454	0.082984385	0.053355783	0.039345875	0.085668622	0.072303606	0.065597288	0.092749843	0.041220465	0.092044307
ch.10.96354720R	HELLS;RP11-119K6.6	NM_001289075;NA	0.030702466	0.027709501	0.030560742	0.032522346	0.027883008	0.047762494	0.055293946	0.037876575	0.060287498	0.038293324	0.030321299	0.034912661	0.031523888	0.059887148	NA	0.046438684	0.039587003	0.057249449	0.034136666	0.045571416	0.056122729	0.049440359	0.040961323	0.031196275	0.033733157	0.041368509	0.046816923	0.050456101	0.047366968	0.051762783	0.046309805	0.070576348	NA	0.038075608	0.03458549	0.064659899	0.043222251	0.040180976	0.05124793	0.05619888	0.057032905	NA	0.043450659	0.05092874	0.044383341	0.053925078	0.047177741	0.086455599	0.065869716	0.051838951	0.047016694	0.03005902	0.055500631	0.07671704	0.081406105	0.055048091	0.079956527	0.050747692	0.06877421	0.066879769	0.04427095	0.04896578	0.045763303	0.040402985	0.07270384	0.065814541	0.03394966	0.068446138	0.04976905	0.048503818	0.060505501	0.051845391	0.078280283	0.072276492	0.078463983	0.051937267	0.040182577	0.036261072	0.037908889	0.040732032	0.029330591	0.033566671	0.186130403	0.045581101	0.06660254	0.132532006	0.163235733	0.059373971	0.053363059	NA	NA	0.040973132	0.043706233	0.036376312	0.042518264	NA	0.038914668	NA	0.032848909	0.040926659	0.049863033	0.057999437	0.047415591	0.033285135	0.033629605	0.048807437	0.095493942	0.088644846	0.031764687	0.051904358	NA	0.085696178	0.052218606	0.037436629	0.037472924	0.032166236	0.036677815	0.033097821	0.056744214	0.031714588	0.038504916	0.047446188	0.049504673	NA	0.044068813	0.064581661	0.06377317	0.054839969	0.14048751	0.041850321	NA
ch.10.96879639F	NA	NA	0.065068997	0.077559808	0.068833515	0.066578254	0.055920038	0.047321089	0.085590818	0.055180486	0.054722259	0.058657807	0.04400892	0.058522046	0.073109533	0.042581811	0.080703855	0.047225551	0.061685361	0.060750017	0.057539197	0.055948258	0.053894443	0.054001122	0.062086342	0.053749361	0.056744297	0.061517546	0.051996838	0.069191648	0.069420708	0.056914678	0.058583881	0.058666256	0.068535761	0.055767764	0.044477051	0.05190408	0.067096816	0.058128057	0.047830626	0.069773085	0.080616177	0.088596562	0.05752836	0.066839663	0.067506778	0.042447818	0.055762854	0.062754237	0.069138057	0.068104297	0.06662837	0.064545905	0.066068682	0.082777363	0.066117208	0.083222729	0.075962492	0.062901329	0.057389473	0.053081244	0.070138747	0.067010282	0.088341217	0.081670233	0.065111035	0.056268412	0.041467414	0.085338921	0.06393756	0.071461644	0.060761467	0.059399642	0.067752389	0.060535913	0.066463454	0.069743584	0.051096246	0.082604766	0.051995986	0.057426585	0.051804053	0.053057871	0.080769245	0.071468746	0.083971136	0.086924953	0.089108435	0.062126606	0.062668156	0.089291385	0.052453228	0.065776665	0.045400411	0.067403772	0.056805432	0.075401867	0.055918211	0.057691871	0.045047896	0.043700108	0.049983712	0.076066922	0.080342933	0.070572341	0.062138587	0.061774312	0.048644294	0.081210545	0.048025826	0.075772432	0.052042727	0.062164927	0.049006516	0.051334853	0.069100602	0.066657225	0.057027525	0.056262425	NA	0.06749221	0.044099716	0.051892263	0.056741748	0.063649085	0.063818084	0.055615224	0.072418786	0.06187971	0.10174222	0.064184931	0.06157407
ch.10.986655R	BMS1	NM_014753	0.059638125	0.04726024	0.057657255	0.0599645	0.061023956	0.064685096	0.067930422	0.044235581	0.05152021	0.086299838	0.060547207	0.060345143	0.044544386	0.072443344	NA	0.087970347	0.082382303	0.049404594	0.045510836	0.070848629	0.074115914	NA	0.071597201	0.056858928	0.045276972	0.051741298	0.065203341	0.068007266	0.075019779	0.059464169	0.049001248	0.098141977	NA	0.06301759	0.055727883	0.118512727	0.064865599	0.058171531	0.068827099	0.070053278	0.073299225	0.206956302	0.088886642	0.076680667	0.085378829	0.110266926	0.087213219	0.088287673	NA	0.127081084	0.059451387	0.055838799	0.098959635	0.060873662	0.102781583	0.054720117	0.129084386	0.051728533	0.11095567	NA	0.051912824	0.051345242	0.068151251	0.042020044	0.065261443	0.063515987	0.048026071	0.072732336	0.051074751	0.055812762	0.072978261	0.052585234	0.056828079	0.062311446	0.06774839	NA	0.049286473	0.057602171	0.065587594	0.061410798	0.041528404	0.046745469	0.069658561	0.065083365	0.077726187	0.090305639	0.064525787	0.066575457	0.074582068	0.831035989	NA	0.070243308	0.070041059	0.063681596	0.062397689	NA	0.066287546	NA	0.064659814	0.07475173	0.063969085	NA	0.066548499	0.077127781	0.081997202	0.053555722	0.100950848	0.183373772	0.055215599	NA	NA	0.102027132	NA	0.076922591	0.060527099	0.076688014	0.065632517	0.057840187	NA	0.06760329	0.056217032	0.085352431	0.064813674	0.701405933	0.049166717	NA	0.08025109	0.069154446	0.070513925	0.052364057	NA
ch.10.9918151R	NA	NA	0.062442262	0.058175	0.076202334	0.067513953	0.066498601	0.065032058	0.093002056	0.073654051	NA	0.110994941	0.065572822	0.08706739	0.052430098	0.082193578	NA	0.092980078	0.075910214	0.040239294	0.054181835	0.082917537	0.044292147	NA	0.075106134	0.067662194	0.056884294	0.126976024	NA	0.067971529	0.056929026	0.055532924	0.082385534	0.072814102	NA	0.072236532	0.088749969	0.064398383	0.077750956	0.055847398	0.080899014	0.081612699	0.112314468	0.139046739	0.059511726	0.046737348	0.056596932	0.084978807	0.080348716	NA	NA	NA	0.070137099	0.075453429	NA	0.08970362	NA	0.059760691	0.085800981	0.069051762	0.128486562	NA	0.098399904	0.078513411	0.076757849	0.060369761	0.083854609	0.110224729	0.078508122	0.09465921	NA	0.076019485	0.069963659	0.061733615	0.056706494	0.080152912	0.129316606	NA	0.072467023	0.07952475	0.058768004	0.060091136	0.055018255	0.068490221	0.100243566	0.097924271	0.069615448	0.065339033	0.098251645	0.078427502	0.06939192	NA	NA	0.101657682	0.088099586	0.079123843	0.111656637	NA	0.074265121	NA	0.044997308	0.058123825	0.076249631	NA	0.044691871	0.096603707	0.058896083	0.062231719	0.074486516	0.044520777	0.057954783	NA	NA	0.077738525	NA	0.123573392	0.079353384	0.081826059	0.057006387	0.070056797	NA	0.078542514	0.06443117	0.124283455	0.119477674	NA	0.065737945	NA	0.057063426	0.094054832	0.057714384	0.052644625	NA
ch.11.101068482R	TRPC6	NM_004621	0.046987426	0.036506729	0.036794581	0.049356925	0.037239086	0.035315386	0.043721709	0.028310349	0.05570989	0.052075831	0.045829139	0.041888605	0.038549684	0.038517593	NA	0.051093396	0.0508486	0.036762681	0.030885788	0.040552763	0.039376267	0.044635178	0.036287974	0.041489483	0.046819522	0.048894279	0.053082376	0.043012087	0.041387791	0.066516824	0.049121203	0.041415179	0.064368839	0.052422273	0.036306068	0.055400014	0.040647913	0.053421811	0.036829833	0.047608316	0.057660336	0.059220616	0.043580122	0.045283074	0.045620117	0.048860623	0.047586524	0.051143656	0.062526527	0.056327887	0.0468491	0.045256463	0.062974504	0.060434362	0.09599042	0.039252333	0.063004486	0.045661921	0.054410428	0.070052077	0.052944656	0.040686329	0.057019446	0.042051997	0.041639009	0.044271263	0.023650032	0.045454287	0.038720848	0.055672787	0.039331827	0.041922068	0.071222696	0.047701711	0.053322563	NA	0.060306564	0.041483236	0.042500494	0.045370574	0.038769076	0.048980924	0.043923723	0.032094996	0.038910269	0.044230276	0.06019549	0.057565298	0.0422194	NA	NA	0.051769842	0.032186212	0.039412262	0.032787959	0.059749611	0.064954418	0.031281655	0.040106763	0.045184981	0.041661684	0.061470612	0.037423918	0.04050928	0.03357373	0.044434388	0.051620731	0.053629196	0.035146566	0.064068379	0.054957851	0.071461743	0.05372734	0.043088395	0.038297194	0.039986838	0.037954515	0.046477887	NA	0.057276758	0.043897408	0.049469317	0.046088359	NA	0.035585651	0.061673005	0.049390474	0.042850815	0.055307796	0.044944412	NA
ch.11.1014025R	PTPRJ	NM_002843	0.09086087	0.075780977	0.08166201	0.096017442	0.112515935	NA	0.121196333	NA	NA	NA	0.114045904	0.09707492	0.090799453	NA	NA	0.116807848	0.120689159	NA	NA	NA	NA	NA	0.08049263	0.113692684	0.076087733	0.111182069	NA	0.144372941	0.089097949	0.106903779	0.108496135	NA	NA	0.115360856	0.110939842	NA	NA	0.103621955	0.131317235	NA	NA	NA	NA	NA	NA	0.115187383	0.087720145	NA	NA	NA	NA	0.097014851	NA	NA	NA	NA	NA	NA	NA	NA	0.126890704	0.136866032	0.100597018	0.126674622	0.110610712	NA	NA	NA	0.190191235	0.148845576	0.148671874	0.143267515	0.115661526	NA	NA	NA	NA	0.131298363	NA	NA	NA	NA	NA	NA	0.123415962	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.131641953	NA	NA	NA	0.146315899	NA	NA	NA	NA	NA	NA	0.132316116	NA	NA	0.080750733	NA	NA	NA	NA	NA	0.101169091	NA	NA	0.111095073	NA	0.100139227	0.095126866	NA	NA	NA	0.111946753	NA	NA	NA	0.106922281	NA	NA
ch.11.102211250F	WTAPP1	NR_038390	0.070441129	0.05410891	0.078643242	0.058681058	0.055390023	0.052612123	0.060037101	0.037780699	NA	0.102965984	0.093171769	0.080906535	0.042803248	0.062176525	NA	0.113494943	0.100997471	0.066943951	0.060039454	0.091876	0.057277808	0.07103639	0.05621602	0.074739173	0.047621165	0.077301539	0.066532876	0.068458853	0.077356462	0.068536851	0.062451673	0.074639729	0.064581394	0.042216561	0.055632119	0.067415681	0.061594374	0.041055649	0.068643366	0.041279222	0.056122627	0.050064107	0.078266702	0.058322571	0.067654	0.073463908	0.076995022	0.090714775	0.092050806	0.066739465	0.07652511	0.066701968	0.054217061	NA	0.104527464	0.056894717	0.058007856	0.057829454	0.081959198	0.082334448	0.080829579	0.061368154	0.049351728	0.046079895	0.041698575	0.063068536	0.09134469	0.170754661	0.106916086	0.122333284	0.091031931	0.079342916	0.080862472	0.074765021	0.131670957	NA	NA	0.09258955	0.0428184	0.053816901	0.049287565	0.060831602	0.072540664	0.063568325	0.064033367	0.065954809	0.055897542	0.067652909	0.07188696	NA	NA	0.076738106	0.056896055	0.058706696	0.063061053	0.057335331	0.109959201	NA	0.054539811	0.080977499	0.064022094	NA	0.068741058	0.053745213	0.064869599	0.086595068	0.097486797	0.08853205	0.034206542	NA	0.06612707	0.086353137	0.069114077	0.055825062	0.060099324	0.055840604	0.059464405	0.053289861	NA	0.073579717	0.093668674	0.084618202	0.073431329	NA	0.054304626	NA	0.077587877	0.0608645	0.054782669	0.038525367	NA
ch.11.10300781R	AMPD3	NM_001172431	0.043879606	0.041576783	0.043718261	0.038955513	0.042883335	0.045969004	0.06696933	0.045082109	0.057575748	0.052846103	0.051310343	0.041057584	0.055031085	0.039983498	0.078233654	0.052370104	0.046953417	0.047478691	0.054647584	0.047528952	0.038736665	0.068063744	0.045523005	0.051822619	0.052631087	0.058891595	0.055315273	0.049187114	0.071333186	0.032574941	0.052631741	0.049877718	0.108220149	0.057743965	0.059870004	0.053130842	0.057308718	0.055042927	0.049783444	0.051035168	0.063339156	0.043615508	0.049369444	0.047127498	0.059509125	0.057672003	0.05085428	0.070758171	0.081796951	0.081847601	0.051394826	0.044049202	0.078983327	0.052258385	0.077144825	0.038973187	0.069009511	0.053586236	0.052743776	0.048379885	0.052075063	0.056915012	0.070590706	0.051879654	0.043284005	0.058013154	0.0445296	0.062502661	0.055895541	0.043709497	0.071224881	0.038561301	0.055570379	0.057770036	0.052649616	0.066387332	0.037674071	0.055109821	0.055357307	0.050214349	0.048678471	0.050025096	0.079773708	0.0573107	0.0576696	0.080197618	0.173175314	0.059212721	0.065485133	0.088904074	0.057679055	0.049889236	0.028880171	0.05442179	0.059364549	0.068241487	0.05351632	0.032235899	0.043433982	0.05776585	0.052193613	0.061926727	0.064898267	0.052479752	0.060702556	0.050176021	0.03290988	0.053858889	0.050021539	0.061673114	0.053201409	0.055623999	0.045897044	0.048123576	0.044016151	0.038984832	0.04176542	0.04128459	0.060121003	0.062084358	0.073395004	0.052210832	0.063399459	0.115726953	0.080588413	0.068781358	0.071474409	0.056241983	0.079120697	0.050436732	0.057125537
ch.11.104185765F	NA	NA	0.052585427	0.042726826	0.03983776	0.0399023	0.038704149	0.028788762	0.035566694	0.040284336	0.051034418	0.057312583	0.065235622	0.056820593	0.032605873	0.0559521	NA	0.052656383	0.052449341	0.041084922	0.038860033	0.044100625	0.03950117	0.059869954	0.030549216	0.040622317	0.043888317	0.055202067	0.052752878	0.038001589	0.047986518	0.054023973	0.037331989	0.050144755	0.070796816	0.02828	0.030294523	0.037194808	0.035555946	0.033886903	0.035501501	0.039349912	0.038829804	0.084861747	0.039986887	0.043753356	0.033782479	0.050771369	0.05452318	0.065536374	NA	0.076491974	0.040478969	0.040568817	0.081838176	0.08279605	0.11029158	0.029634496	0.065051206	0.043082805	0.03756765	0.050920456	0.040084824	0.052404009	0.047553634	0.031958581	0.037682513	0.04066313	0.029819544	0.036546576	0.050856603	0.037673079	0.05288517	0.040824472	0.036634882	0.039161913	0.044471329	NA	0.085478544	0.048236177	0.038392629	0.035603746	0.035470763	0.045726898	0.05732206	0.040614269	0.034568127	0.047752421	0.341796923	0.035868703	0.048412424	NA	NA	0.0472521	0.036993681	0.04131179	0.046558672	0.045111029	0.074582671	NA	0.040761014	0.039943701	0.048548779	0.05275275	0.043294424	0.037407663	0.077980961	0.051107023	0.100239039	0.059894451	0.040508534	0.088070361	0.048381579	0.059282213	0.055336111	0.052948193	0.04449128	0.030708321	0.037256339	0.02933246	NA	0.037433549	0.050823828	0.047405595	0.046534613	NA	0.038791729	NA	0.036768544	0.042635732	0.047866749	0.032256109	NA
ch.11.104643362R	RP11-94P11.4	NA	0.1041733	0.059972818	0.078989975	0.056480359	0.055299264	0.054235706	0.05106288	0.05020046	NA	NA	NA	0.093487832	0.047002939	0.108352814	0.097343928	NA	0.094705435	0.104206501	0.071940948	NA	0.073967817	0.061895482	0.053608982	0.071597087	0.072179262	0.075267752	NA	0.081123965	0.084450871	0.084570914	0.111853669	0.090336291	NA	0.060479298	0.067154424	0.082769042	0.071522092	0.051441495	0.059515115	0.073016871	0.083516406	0.043428534	0.089783711	0.089317319	0.061000339	0.103211657	0.120864755	0.059614877	NA	0.069663187	0.091568027	0.085597422	0.062059242	NA	0.049845646	0.061987437	0.065010632	0.073526559	0.091719661	0.070889972	0.099703999	0.094001236	0.074633806	0.072388351	NA	NA	0.055468189	0.112769391	0.108247285	0.074111511	0.081251159	0.082713398	0.116515492	0.075206477	0.110239844	NA	NA	0.123213585	0.072063792	0.059641538	0.073181427	0.077181758	0.105805978	0.074394897	0.07063347	0.093811964	0.076470553	0.089101145	0.0996008	NA	NA	0.109802334	0.098916681	0.070072249	0.082561729	0.07560578	NA	0.051603714	0.065137371	0.098628633	0.074844644	0.042233472	0.090880218	0.090013693	NA	0.122192691	NA	NA	0.071695875	0.07042034	NA	0.08212696	0.040179554	0.086732639	0.071105258	0.059469701	0.103713054	0.066984457	NA	0.093861345	0.075531761	NA	0.079356811	NA	0.070168475	0.06266691	0.07975969	0.091289339	0.033491946	0.050192984	NA
