#Sample Identifier	Patient Identifier	Purity	Ploidy	Genome Doublings	DepMap ID	Name	Site of Finding	Sample Type	Primary Tumor Site	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID	Proteomics TMT label	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	Tumor Break Load
#A unique sample identifier.	Identifier to uniquely specify a patient.	Purity	Ploidy.	Genome Doublings	DepMap ID	Name	Site of Finding	The type of sample (i.e., Primary, normal, met, recurrence).	Text term to describe the organ sub-division in an individual with cancer.	Site Subtype 1	Site Subtype 2	Site Subtype 3	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Annotation Source	Cell Line Source	Characteristics	Growth Medium	Supplements	Freezing Medium	Doubling Time From Vendor	Doubling Time (hrs)	Tumor Type	Type Refined	Pathologist Annotation	Mutation Rate	Proteomics 10-Plex ID used in proteomics assay	Proteomics TMT label used in proteomics assay	TMB (nonsynonymous)	Oncotree Code	Subtype	Lineage	Lineage Subtype	Lineage Sub-subtype	Lineage Molecular Subtype	Cancer Type	Cancer Type Detailed	The sum of unbalanced somatic chromosomal breaks per tumor sample (Lakbir et al., Eur J Cancer 2022; Data from new manuscript in progress)
#STRING	STRING	NUMBER	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER	STRING	STRING	STRING	NUMBER	STRING	STRING	NUMBER	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAMPLE_ID	PATIENT_ID	PURITY	PLOIDY	GENOME_DOUBLINGS	DEPMAPID	NAME	SITE_OF_FINDING	SAMPLE_TYPE	PRIMARY_SITE	SITE_SUBTYPE1	SITE_SUBTYPE2	SITE_SUBTYPE3	HISTOLOGY	HIST_SUBTYPE1	HIST_SUBTYPE2	HIST_SUBTYPE3	ANNOTATION_SOURCE	CELL_LINE_SOURCE	CHARACTERISTICS	GROWTH_MEDIUM	SUPPLEMENTS	FREEZING_MEDIUM	DOUBLING_TIME_FROM_VENDOR	DOUBLING_TIME	TUMOR_TYPE	TYPE_REFINED	PATHOLOGIST_ANNOTATION	MUTATION_RATE	PROTEOMICS_10PLEX_ID	PROTEOMICS_TMT_LABEL	TMB_NONSYNONYMOUS	ONCOTREE_CODE	SUBTYPE	LINEAGE	LINEAGE_SUBTYPE	LINEAGE_SUB_SUBTYPE	LINEAGE_MOLECULAR_SUBTYPE	CANCER_TYPE	CANCER_TYPE_DETAILED	TBL_SCORE
LN428_CENTRAL_NERVOUS_SYSTEM	LN428_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000455	LN-428	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	115.146489	NA	NA	10.9333333333	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
SLR24_KIDNEY	SLR24_KIDNEY	1	1.88	0	ACH-000272	SLR 24	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	3.66666666667	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
EWS502_BONE	EWS502_BONE	0.96	3.3	1	ACH-000279	EWS502	NA	NA	Bone	NS	NS	NS	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	103.3429006	NA	NA	6.76666666667	ES	Ewings Sarcoma	bone	Ewing_sarcoma		EWS_FLI	Bone Cancer	Ewing Sarcoma	
SALE_LUNG	SALE_LUNG	NA	NA	NA	ACH-000064	SALE	NA	NA	Lung	NS	NS	NS	Other	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	other	NA	90.36904673	NA	NA	2.6	LUNG		engineered_lung				Lung Cancer, NOS	Lung	
HCC2814_LUNG	HCC2814_LUNG	0.98	3.31	1	ACH-000690	HCC-2814	NA	NA	Lung	NS	NS	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	136.4879764	NA	NA	7.26666666667	LUSC	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	lung	NSCLC	NSCLC_squamous		Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	
SKRC31_KIDNEY	SKRC31_KIDNEY	0.99	2.04	0	ACH-001194	SK-RC 31	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	NA	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
TIG3TD_FIBROBLAST	TIG3TD_FIBROBLAST	NA	NA	NA	ACH-001207	TIG-3 TD	NA	NA	Lung	NS	NS	NS	Other	immortalized_embryonic_fibroblast	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	fibroblast_like	NA	167.7649252	NA	NA	3.96666666667	LUNG	Lung	fibroblast	fibroblast_lung			Lung Cancer, NOS	Lung	
TC32_BONE	TC32_BONE	0.91	2.12	0	ACH-001205	TC-32	NA	NA	Bone	NS	NS	NS	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	NA	NA	NA	4.03333333333	ES	Ewings Sarcoma	bone	Ewing_sarcoma		EWS_FLI	Bone Cancer	Ewing Sarcoma	
SF172_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000887	SF-172	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	268.4871106	NA	NA	9.6	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
PRECLH_PROSTATE	PRECLH_PROSTATE	NA	NA	NA	ACH-000170	PrEC LH	NA	NA	Prostate	NS	NS	NS	Other	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	prostate	prostate	NA	64.44913312	NA	NA	3.13333333333	PROSTATE		engineered_prostate				Prostate Cancer, NOS	Prostate	
U343_CENTRAL_NERVOUS_SYSTEM	U343_CENTRAL_NERVOUS_SYSTEM	0.99	2.91	1	ACH-000036	U343	NA	NA	Central_Nervous_System	NS	NS	NS	Glioma	astrocytoma_Grade_III	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	116.6695226	NA	NA	3.3	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
RCC4_KIDNEY	RCC4_KIDNEY	1	1.83	0	ACH-001175	RCC-4	NA	NA	Kidney	NS	NS	NS	Carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	NA	CCRCC	Renal Carcinoma, clear cell	kidney	renal_cell_carcinoma	clear_cell		Renal Cell Carcinoma	Renal Clear Cell Carcinoma	
LN215_CENTRAL_NERVOUS_SYSTEM	LN215_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000328	LN-215	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	108.0220019	NA	NA	10.1	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
LN464_CENTRAL_NERVOUS_SYSTEM	LN464_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000676	LN-464	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	126.6253024	NA	NA	15.1666666667	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
SLR25_KIDNEY	SLR25_KIDNEY	1	2.46	1	ACH-000300	SLR 25	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	4.93333333333	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
U178_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	0.99	1.92	0	ACH-000208	U-178	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	NA	NA	2.63333333333	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
F5_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	0.98	2.03	0	ACH-001067	F5	NA	NA	Central_Nervous_System	meninges	NS	NS	Meningioma	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	NA	NA	NA	NA	MNG	Meningioma	central_nervous_system	meningioma			CNS Cancer	Meningioma	
HEKTE_KIDNEY	HEKTE_KIDNEY	NA	NA	NA	ACH-000049	HEK TE	NA	NA	Kidney	NS	NS	NS	Other	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	69.89031879	NA	NA	1.96666666667	KIDNEY		engineered_kidney				Kidney Cancer, NOS	Kidney	
SLR26_KIDNEY	SLR26_KIDNEY	1	1.83	0	ACH-000600	SLR 26	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	128.6331408	NA	NA	6.16666666667	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
SKRC20_KIDNEY	SKRC20_KIDNEY	NA	NA	NA	ACH-000385	SK-RC-20	NA	NA	Kidney	NS	NS	NS	Carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	94.25285833	NA	NA	7.93333333333	CCRCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Clear Cell Carcinoma	
SF767_CERVIX	SF767_CERVIX	NA	NA	NA	ACH-000490	SF767	NA	NA	Central_Nervous_System	NS	NS	NS	Glioma	astrocytoma_Grade_III-IV	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	cervix	NA	115.8864018	NA	NA	NA	CESC	Astrocytoma	central_nervous_system	glioma	astrocytoma		Cervical Cancer	Cervical Squamous Cell Carcinoma	
A1207_CENTRAL_NERVOUS_SYSTEM	A1207_CENTRAL_NERVOUS_SYSTEM	1	2.79	1	ACH-000283	A1207	NA	NA	Central_Nervous_System	NS	NS	NS	Glioma	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	NA	NA	NA	3.2	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
LN319_CENTRAL_NERVOUS_SYSTEM	LN319_CENTRAL_NERVOUS_SYSTEM	1	4.33	2	ACH-000128	LN-319	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_III	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	73.42339937	NA	NA	3.9	ASTR	Astrocytoma	central_nervous_system	glioma	astrocytoma		Glioma	Astrocytoma, IDH-Mutant	
HCC364_LUNG	HCC364_LUNG	0.98	3.78	1	ACH-000575	HCC364	NA	NA	Lung	NS	NS	NS	Carcinoma	adenocarcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	125.3439438	NA	NA	2.83333333333	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
UMRC6_KIDNEY	UMRC6_KIDNEY	1	4.08	2	ACH-001225	UMRC6	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	NA	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
LN382_CENTRAL_NERVOUS_SYSTEM	LN382_CENTRAL_NERVOUS_SYSTEM	0.98	3.5	1	ACH-000215	LN382	NA	NA	Central_Nervous_System	NS	NS	NS	Glioma	astrocytoma_Grade_IV	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	87.23638256	NA	NA	4.0	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
IOMMLEE_CENTRAL_NERVOUS_SYSTEM	IOMMLEE_CENTRAL_NERVOUS_SYSTEM	NA	NA	NA	ACH-000629	IOMM-Lee	NA	NA	Central_Nervous_System	meninges	NS	NS	Meningioma	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	166.4767598	NA	NA	4.66666666667	MNG	Meningioma	central_nervous_system	meningioma			CNS Cancer	Meningioma	
UMRC2_KIDNEY	UMRC2_KIDNEY	0.96	2.56	1	ACH-001224	UMRC2	NA	NA	Kidney	NS	NS	NS	Carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	NA	CCRCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Clear Cell Carcinoma	
DFCI024_LUNG	DFCI024_LUNG	NA	NA	NA	ACH-001058	DFCI024	NA	NA	Lung	NS	NS	NS	Carcinoma	non_small_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA	NA	NA	NA	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
HCC1897_LUNG	HCC1897_LUNG	1	1.77	0	ACH-001079	HCC-1897	NA	NA	Lung	NS	NS	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	NA	NA	NA	NA	LUSC	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	lung	NSCLC	NSCLC_squamous		Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	
SLR21_KIDNEY	SLR21_KIDNEY	0.98	2.19	0	ACH-000016	SLR 21	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	88.30682348	NA	NA	4.0	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308_CENTRAL_NERVOUS_SYSTEM	1	3.48	1	ACH-000760	LNZ308	NA	NA	Central_Nervous_System	NS	NS	NS	Glioma	astrocytoma_Grade_IV	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	152.9863676	NA	NA	6.23333333333	GB	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Glioblastoma, IDH-wildtype	
LN340_CENTRAL_NERVOUS_SYSTEM	LN340_CENTRAL_NERVOUS_SYSTEM	0.98	3.58	1	ACH-000634	LN-340	NA	NA	Central_Nervous_System	brain	NS	NS	Glioma	astrocytoma_Grade_IV	NS	NS	COSMIC	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	NA	133.5386942	NA	NA	5.0	ASTR	Glioblastoma	central_nervous_system	glioma	glioblastoma		Glioma	Astrocytoma, IDH-Mutant	
HCC827GR5_LUNG	HCC827GR5_LUNG	NA	NA	NA	ACH-000029	HCC827 GR5	NA	NA	Lung	NS	NS	NS	Carcinoma	non_small_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	lung_NSC	lung_NSC	NA	102.7949058	NA	NA	10.4	LUAD	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	lung	NSCLC	NSCLC_adenocarcinoma		Non-Small Cell Lung Cancer	Lung Adenocarcinoma	
SLR20_KIDNEY	SLR20_KIDNEY	0.97	2.96	1	ACH-000127	SLR 20	NA	Primary	Kidney	NS	NS	NS	Carcinoma	renal_cell_carcinoma	NS	NS	collaborator	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	121.2384185	NA	NA	5.73333333333	RCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Cell Carcinoma	
HK2_KIDNEY	HK2_KIDNEY	NA	NA	NA	ACH-001087	HK-2	NA	NA	Kidney	NS	NS	NS	Other	immortalized_epithelial	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	NA	NA	NA	NA	KIDNEY		engineered_kidney				Kidney Cancer, NOS	Kidney	
EW8_BONE	EW8_BONE	0.97	3.06	1	ACH-000499	EW8	NA	NA	Bone	NS	NS	NS	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	Ewings_Sarcoma	Ewings_sarcoma	NA	119.1843755	NA	NA	7.76666666667	ES	Ewings Sarcoma	bone	Ewing_sarcoma		EWS_FLI	Bone Cancer	Ewing Sarcoma	
UOK101_KIDNEY	UOK101_KIDNEY	1	3.01	1	ACH-000262	UOK101	NA	NA	Kidney	NS	NS	NS	Carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	kidney	kidney	NA	92.03767299	NA	NA	3.73333333333	CCRCC	Renal Cell Carcinoma	kidney	renal_cell_carcinoma			Renal Cell Carcinoma	Renal Clear Cell Carcinoma	
JHESOAD1_OESOPHAGUS	JHESOAD1_OESOPHAGUS	0.98	3.16	1	ACH-000216	JH-EsoAd1	NA	NA	Oesophagus	NS	NS	NS	Carcinoma	barrett_associated_adenocarcinoma	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	NA	esophagus	NA	80.64616702	NA	NA	3.06666666667	ESCA	Adenocarcinoma	esophagus	esophagus_adenocarcinoma			Esophagogastric Cancer	Esophageal Adenocarcinoma	
CH157MN_CENTRAL_NERVOUS_SYSTEM	CH157MN_CENTRAL_NERVOUS_SYSTEM	0.98	1.88	1	ACH-000025	CH-157MN	NA	NA	Central_Nervous_System	meninges	NS	NS	Meningioma	NS	NS	NS	ACHILLES	NA	NA	NA	NA	NA	NA	NA	meningioma	meningioma	NA	78.03854857	NA	NA	2.73333333333	MNG	Meningioma	central_nervous_system	meningioma			CNS Cancer	Meningioma	
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1.91	0	ACH-000453	MOLP-2	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	CCLE	DSMZ	round to polymorph cells growing singly or in small clumps	RPMI-1640+20% FBS	NA	5%DMSO	4 days	310.4	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	147.7800001	NA	NA	11.7333333333	PCM	Multiple Myeloma	plasma_cell	multiple_myeloma			Mature B-Cell Neoplasms	Plasma Cell Myeloma	
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC25_UPPER_AERODIGESTIVE_TRACT	0.99	2.01	0	ACH-000188	SCC-25	NA	Primary	Upper_Aerodigestive_Tract	mouth	tongue	NS	Carcinoma	squamous_cell_carcinoma	NS	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	99.74078602	37	129n	5.83333333333	HNSC	Squamous Cell Carcinoma	upper_aerodigestive	upper_aerodigestive_squamous			Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	79
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.13	0	ACH-001230	UT-7	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M7	NS	CCLE	NA	NA	NA	NA	NA	NA	NA	AML	AML	NA	NA	NA	NA	0.666666666667	AML	Acute Myelogenous Leukemia (AML)	blood	AML			Leukemia	Acute Myeloid Leukemia	
MHHNB11_AUTONOMIC_GANGLIA	MHHNB11_AUTONOMIC_GANGLIA	1	2.16	0	ACH-000078	MHH-NB-11	adrenal	Metastasis	Autonomic_Ganglia	NS	NS	NS	Neuroblastoma	NS	NS	NS	CCLE	DSMZ	adherent, fibroblast-like cells growing as monolayers	90% RPMI 1640 +10% h. i. FBS	2mM L -glutamine +MEM non-essential amino acids	NA	~  100 hrs	NA	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	94.72120064	NA	NA	6.06666666667	NBL		peripheral_nervous_system	neuroblastoma		MYCN_amp	Peripheral Nervous System	Neuroblastoma	
HCC1806_BREAST	HCC1806_BREAST	1	2.38	1	ACH-000624	HCC1806	NA	Primary	Breast	NS	NS	NS	Carcinoma	ductal_carcinoma	squamous_cell_carcinoma	NS	CCLE	NIBRI	NA	NA	NA	NA	NA	NA	breast	breast	Breast:Carcinoma	134.9305217	14	126	9.76666666667	BRCA	Breast Ductal Carcinoma	breast	breast_ductal_carcinoma	ERneg_HER2neg	basal_A	Breast Cancer	Invasive Breast Carcinoma	
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.99	1.92	0	ACH-000073	GRANTA-519	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	mantle_cell_lymphoma	NS	NS	CCLE	DSMZ	spheroid cells growing in suspention, singly or in clumps	90% Dulbecco's MEM(4.5 g/L glucose) +10% h.i.FBS	2mM L-glutamine	NA	~ 49 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	73.86512393	NA	NA	5.0	MCL	B-cell, Non-Hodgkins, Mantle Cell	lymphocyte	non_hodgkin_lymphoma	b_cell_mantle_cell		Mature B-Cell Neoplasms	Mantle Cell Lymphoma	
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1.98	0	ACH-000006	MONO-MAC-6	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M5	NS	CCLE	DSMZ	single, round/ multiformed cells or small clusters of cells in suspention, sometimes loosely adherent; 1-5% giant cells	90% RPMI 1640 +10% h.i. FBS	2mM L-glutamine + non-essential amino acids +1 mM sodium pyruvate + 10ug/ml human insulin	NA	~  60 hrs	55.3	AML	AML	Leukemia:AML	77.06523381	24	129c	5.4	AML	Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)	blood	AML	M5		Leukemia	Acute Myeloid Leukemia	
MKN7_STOMACH	MKN7_STOMACH	1	3.19	2	ACH-000678	MKN7	lymph_node	Metastasis	Stomach	NS	NS	NS	Carcinoma	tubular_adenocarcinoma	NS	NS	CCLE	GNF	NA	NA	NA	NA	NA	NA	stomach	stomach	Gastric:Carcinoma	163.7412888	17	127c	12.2	TSTAD	Adenocarcinoma, tubular	gastric	gastric_adenocarcinoma	tubular		Esophagogastric Cancer	Tubular Stomach Adenocarcinoma	405
SW1710_URINARY_TRACT	SW1710_URINARY_TRACT	1	1.9	0	ACH-000566	SW-1710	NA	Primary	Urinary_Tract	bladder	NS	NS	Carcinoma	transitional_cell_carcinoma	NS	NS	CCLE	DSMZ	Adherent epithelial monolayer	DMEM + 15% FBS	NA	10% DMSO	NA	46.1	urinary_tract	urinary_tract	Bladder:Carcinoma	113.5397743	NA	NA	9.2	BLCA	Transitional Cell Carcinoma	urinary_tract	bladder_carcinoma	bladder_transitional_cell		Bladder Cancer	Bladder Urothelial Carcinoma	
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	2.01	0	ACH-000795	MOLT-13	NA	Primary	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	acute_lymphoblastic_T_cell_leukaemia	L2	NS	CCLE	DSMZ	Suspension; Extremely slow grower	RPMI-1640 +20% FBS	NA	5% DMSO	NA	305.5	T-cell_ALL	T-cell_ALL	Leukemia:ALL	169.7847622	NA	NA	36.9666666667	TLL	Acute Lymphoblastic Leukemia (ALL), T-cell	blood	ALL	t_cell		T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	3.44	1	ACH-000338	SR-786	pleura	Metastasis	Haematopoietic_And_Lymphoid_Tissue	NS	NS	NS	Lymphoid_Neoplasm	anaplastic_large_cell_lymphoma	NS	NS	CCLE	DSMZ	ovoid- to round, sometimes irregular, occasinally with apical processes, growing in suspention, singly or in small clumps	85% RPMI 1640 +15% h.i. FBS	NA	NA	~  30 hrs	NA	lymphoma_other	T-cell_lymphoma_other	Lymphoma:NH_T_cell	103.6805732	NA	NA	8.03333333333	ALCL	T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)	lymphocyte	non_hodgkin_lymphoma	t_cell_ALCL		Mature T and NK Neoplasms	Anaplastic Large Cell Lymphoma	
