Entrez_Gene_Id	TCGA-01-0628-01-11	TCGA-01-0630-01-11	TCGA-01-0631-01-11	TCGA-01-0633-01-11	TCGA-01-0636-01-11	TCGA-01-0637-01-11	TCGA-01-0639-01-11	TCGA-01-0642-01-11
214	1.0645444	1.280752101	0.454869263	-0.252059309	1.313051186	1.137252324	1.58081212	0.35571212
215	-0.205691453	0.027917745	-0.324428819	-0.268948211	-0.418989896	-0.057600426	0.083584412	0.026584412
216	3.023230746	2.038730746	2.976855746	3.725230746	3.147105746	2.043355746	3.732730746	3.471897413
217	0.828980437	0.390480437	0.621147104	1.527647104	0.618480437	0.45181377	-0.200769563	0.758980437
218	0.068165265	0.563602553	0.461675986	0.021258527	0.409866565	0.009751311	0.375720367	0.157071441
219	0.011041974	-0.226124547	-0.321026191	-0.019451212	-0.226791359	-0.286732687	-0.275288443	-0.454937702
220	-0.126152208	0.112913981	0.897285574	1.631962078	-0.363609351	0.873104935	-0.103826346	2.436647792
221	1.04597015	1.323837227	0.937109955	0.334200864	0.401686584	1.6615645	1.1734395	1.026625172
222	-0.095101784	-0.37502502	-0.505252136	0.289418918	-0.782699984	-0.212963807	0.028481967	0.209870773
223	0.586013324	0.573638324	0.479383959	0.815763324	0.725880465	0.205138324	0.689846657	0.536846657
224	0.392665235	0.191959011	-0.069282974	0.303785967	0.779285967	0.114233854	-0.045839033	0.088892136
225	1.558994239	1.289028338	0.945801478	0.384646084	1.539410495	0.850073338	1.696253157	0.692551564
226	0.053382509	0.093022429	0.103314679	-0.227388547	-0.298051134	0.618491759	0.187616759	0.137621739
228	-0.090312113	-0.184326169	0.163142626	-0.292872802	-0.29445516	0.144888547	0.113157385	-0.110459951
229	-0.040623285	0.00224637	0.520216988	-0.017038412	-0.0687077	-0.088001191	0.03806471	0.038398044
230	0.051244544	-0.132585622	-0.003381343	-0.210221232	-0.576529981	-0.112256373	-0.091215841	-0.421238277
231	-0.979908872	-0.969509627	0.229107061	-0.259708872	-0.52107211	-0.85272036	-1.473908872	-0.255511545
238	-0.56930351	-0.518001247	-0.782492957	-0.406890116	-0.749777986	-0.53470201	-0.746769072	-0.524336342
239	0.12828817	0.108999565	0.638008731	0.109212785	-0.10816565	0.071500478	0.266796118	0.442812753
240	0.010483398	0.114457239	0.41172186	0.379414167	-0.717739679	0.572531587	-0.845220698	0.061983398
241	1.028265271	0.720674362	1.089765271	0.631492544	-0.158052911	0.799889873	-0.564359729	1.208265271
242	0.149527634	0.048398739	0.431436627	0.162690571	-0.114253403	0.283977634	-0.028436244	0.29551362
244	-0.10095333	0.188427088	1.235556538	0.80044462	0.297528048	0.51461684	0.343788265	1.098470527
245	-0.087613181	-0.399066608	-0.348698152	-0.397730342	-0.38600052	-0.456178192	-0.241500669	-0.256987372
246	0.309593116	0.373063462	0.601730129	0.449396796	0.146195637	0.337750003	0.309230129	0.621730129
247	-0.138882217	-0.122367732	0.303132427	-0.027160037	-0.097168783	0.813845947	1.187418141	0.413751474
248	0.116569371	0.047027704	0.197913784	0.004777704	-0.023314666	0.125861038	0.035944371	0.017569371
249	-0.973524934	-1.012669075	-0.312928843	-1.19034875	-0.569899394	-0.968145575	-0.57486744	-0.792153154
250	0.514778865	-0.106540819	1.122059181	-0.371740819	0.256259181	2.362659181	-0.343409587	1.657809181
251	-0.360665676	-0.438653397	1.211241541	-0.318835717	-0.21905817	-0.072315093	-0.455932348	0.145586506
257	-0.059615995	-0.128739741	-0.109693283	0.399460259	0.118849002	-0.122804542	0.046874428	-0.135139741
258	0.068412816	0.202626836	0.220229034	0.020079483	-0.021221839	0.020907771	-0.016087184	-0.045087184
259	0.010007563	0.147036156	0.477177333	0.187463574	0.232236954	-0.021783358	0.53444482	0.31606982
262	-0.435166654	-0.348710546	-0.61515181	-0.238648778	0.122842729	-0.085990604	0.320983722	-0.407279904
265	-0.196618423	0.034934777	0.069360538	-0.044280415	0.153129146	0.002103151	0.115881577	0.171631577
266	0.012081075	-0.141189261	0.246057985	0.202174463	-0.059098354	0.095280295	0.009713843	0.064782482
267	-0.575462832	0.674682589	0.426339125	0.210012937	0.110180655	0.373316881	-0.695788063	-0.500862832
268	0.06744849	0.372404466	0.08266143	0.20866143	0.224994763	-0.132332143	0.215994763	-0.058216222
269	-0.31359128	-0.101552744	0.058612307	0.041165695	-0.101186582	-0.017118222	0.161258687	0.071153974
270	-0.022734991	0.509281931	0.314426887	0.203721702	0.153823308	0.150944609	0.093544609	0.13313319
271	0.042628221	-0.345746508	-0.173241605	-0.179241605	-0.074061416	0.041104356	-0.338199938	0.227978769
272	0.773338756	0.742053371	1.059788325	0.347456025	0.957509357	0.901044112	0.969151065	0.843594456
273	0.700859211	1.553442544	0.351498468	0.487178946	1.749442544	0.438863192	2.638359211	0.048845537
274	0.600670226	0.570637475	0.273953465	0.711300995	0.111070226	0.303147149	0.027070226	0.472663687
275	0.917902896	1.141400512	0.50228884	1.033554358	1.863862051	0.599213627	1.195823589	1.167123589
276	-0.871602766	-0.591435332	-1.122566568	-1.240902454	1.72338538	1.439820295	-1.011883217	-0.738619498
279	0.187309349	0.704516754	0.461061235	0.033707909	0.539043039	0.541271913	0.770820049	0.803398534
280	-0.259322379	0.014222024	-0.479265589	-0.282795057	1.408456403	0.271035797	-0.30819833	-0.140880454
283	1.067218276	1.794757209	1.105232553	1.79430083	1.503957209	1.446854367	1.045107209	0.746321773
284	-0.39055353	-0.076262967	-0.067227093	0.512121648	-0.099795539	-0.297507838	-0.044255275	0.082944725
285	-0.359958739	-0.515991844	-0.07856985	0.689286603	-0.353743635	-0.164707564	-0.645466817	-0.445292073
286	-0.027112768	0.190710351	0.627483409	0.059175717	-0.157559043	0.055329563	-0.134062745	0.000437255
287	0.102381729	0.671545971	0.034679636	0.316479636	1.754759332	0.141879636	0.67272468	-0.017020364
288	0.889635499	0.836031332	0.199716829	0.145976545	1.016445507	0.679991794	0.929840119	0.763063472
290	-1.050117161	-0.997265554	-0.409511322	-0.607011322	-1.059011322	-0.593667258	-1.413177989	-0.670677989
291	0.378242838	0.229435557	0.438239162	0.683008605	0.316451171	0.838826171	0.983076171	0.325122873
292	-0.570603748	-0.879454831	-0.317310105	-0.894212771	-0.775206987	-0.391353985	-0.417818034	-0.406205685
301	0.374837651	0.532837651	0.728222266	0.355773184	0.747777745	1.132152096	0.888237651	0.432337651
302	0.081522664	0.042693119	-0.063761427	-0.114397791	-0.080090341	0.742238573	0.505772664	0.306397664
304	-1.260442315	-0.751789139	-1.232107159	-1.07992625	-0.888676234	-0.101729513	-0.596341989	-0.938733465
306	-1.479478916	-1.60510714	-0.172319557	-0.132397311	-0.947224934	0.711235178	-0.145287257	-1.320805384
307	0.22162976	0.30492976	1.16112976	0.88452976	0.769800818	1.18392976	0.57987976	1.24437976
308	0.352804733	0.628404733	0.518404733	0.480204733	0.83362044	0.797374505	1.031554733	0.551772003
309	0.418592029	0.20535045	0.495027355	0.741557756	0.174256657	0.170902883	0.601110248	0.667208124
310	-0.18916343	-0.113934117	0.327722736	0.248902699	-0.2638144	0.311899162	-0.039173097	0.29149715
311	0.386211259	0.588441535	-0.064899915	0.284252004	0.046484701	0.896023162	0.530609551	0.455669316
312	1.288380243	2.308025621	4.209896317	1.884837192	2.398556386	2.474761868	4.162946568	3.000941768
313	-0.713003432	0.123498066	0.285808463	0.46342935	-0.129080684	-0.191830684	-1.362830684	-0.241242658
314	-0.240170807	0.085492976	0.067292976	-0.215707024	-0.045507024	0.019716095	-0.043057024	0.062692976
316	1.025681256	1.045379608	0.652180749	2.185432884	1.436602612	0.652968013	0.474049876	0.696051371
317	-0.574670055	-0.827180755	-0.780381193	-0.817087655	-0.323124866	-0.189488405	-0.924852647	-1.039525684
318	0.577740925	-0.046949076	1.118650924	0.356746198	1.186250924	0.426650924	0.964700924	-0.103817158
319	0.517461106	0.169144185	0.258643344	0.079832849	0.101924438	0.112419439	0.212349784	0.219403362
320	-0.294630399	-0.077693574	-0.202283549	0.106841451	-0.239658549	0.014800264	-0.042148072	-0.019491882
321	-0.366783889	-0.627616608	0.277415604	-0.409952355	-0.461687829	-0.545173907	-0.302239857	-0.094087514
322	0.979350971	0.629434304	0.691809304	0.770684304	0.584809304	1.070059304	0.830684304	0.768517637
323	-0.864067118	-0.679921347	-0.639665277	-0.154308125	-0.384868592	-0.902184937	-0.716197152	-0.634219982
324	-0.020735104	0.261053476	-0.081390109	0.091218004	0.280169944	0.107133831	0.063875493	0.08630907
325	0.054020329	0.092626092	0.20339494	0.138637954	-0.042962046	-0.098562046	-0.022974394	0.041612
326	-0.080284483	0.108093577	-0.012960179	-0.050684975	-0.107052637	-0.123596033	-0.179693463	0.061228595
327	-0.457233703	-0.414214816	-0.155123907	-0.305214816	-0.313516753	-0.269333272	-0.063088891	0.217864729
328	-0.173043186	-0.921759095	-0.425940913	-0.674668186	0.544391693	-0.127395459	-0.501168186	-0.297918186
329	-0.743929452	-0.700262785	0.089362215	-0.021211469	0.011175332	-0.254637785	-0.374596118	-0.622429452
330	0.386353983	-0.065739909	2.069440742	1.292629947	-0.527786406	3.062497394	-1.130354745	1.521878811
331	-0.161371147	0.226662944	-0.492518874	-0.253526734	-0.340246147	-0.05425962	-0.278428289	-0.271210905
332	-1.871183806	-2.373096086	-1.463148718	-2.317411876	-2.252675034	-2.138148718	-1.630317139	-2.279317139
333	-0.929292822	-0.632917822	-0.762917822	-0.65056819	-1.125167822	-0.702667822	-0.886959489	-0.274141142
334	-0.238891035	-0.212741035	-0.330655836	-0.224641035	0.03127153	-0.097325577	-0.423266035	-0.291516035
335	-1.058845915	-0.98895297	-0.324680243	-0.909584513	-1.150217864	-1.100033998	-0.906793879	-1.016543879
336	-0.110711013	0.103860298	0.449172619	0.401614526	-0.03385567	0.253249487	0.458619161	0.21026761
337	-0.007837933	0.077310018	0.416639774	-0.04991938	0.17269546	0.187887612	0.406564774	0.21698405
338	-0.134715494	-0.090357839	0.320026847	0.15171547	0.004994495	-0.060534969	0.423638187	0.072518681
339	-0.153157425	0.074029554	0.235468052	-0.158500491	-0.082431064	-0.007156068	0.009000244	-0.040657425
341	0.167127213	1.104476664	0.836288436	0.159239462	-1.402995798	0.015087242	-2.506731669	-0.281241172
343	0.132300524	0.251300524	-0.046252691	0.122967191	0.12086973	0.027690867	0.551550524	0.077550524
344	0.917220964	1.704762631	1.31483161	0.731887631	0.075031967	1.121137631	-0.021830628	0.874220964
345	-0.16641941	0.41691098	0.900144917	0.143673545	0.315439744	0.080157713	0.660144917	0.411548932
346	0.085019039	0.191319039	0.399055331	-0.128311273	-0.087027336	-0.065379731	-0.260733616	-0.156730961
347	1.965503436	1.973061831	2.376516305	3.489789033	1.331313391	3.753789033	0.777463981	3.02056176
348	-0.378053334	0.170469743	-0.201761026	-0.114729553	-0.939670294	-0.214222565	-1.222022023	-0.575069452
350	-0.042685248	0.147709127	0.372427303	-0.069388274	0.566689226	-0.165794963	2.050400355	0.085123303
351	0.266719887	0.245860517	0.059992617	0.177670739	0.137256877	-0.051174843	-0.026211273	0.114791137
